name,address,lat,lng,comment,website
607,"48.883463, 2.341804",48.883463,2.341804,Space invaders (PA_607) https://live.staticflickr.com/5246/5373273162_420f934d07_m.jpg,https://www.flickr.com/photos/57661287@N02/5373273162
609,"48.884194, 2.359399",48.884194,2.359399,Space Invaders (PA_609) https://live.staticflickr.com/5103/5595659517_0880b66017_m.jpg,https://www.flickr.com/photos/57661287@N02/5595659517
610,"48.861722, 2.400276",48.861722,2.400276,Rue des Pyrénées (PA_610) https://live.staticflickr.com/85/277139267_a5a90dc0c6_m.jpg,https://www.flickr.com/photos/24406544@N00/277139267
616,"48.877730, 2.288327",48.877730,2.288327,Paris 17ème (PA_616) https://live.staticflickr.com/1447/24676428631_3b2a1ee30a_m.jpg,https://www.flickr.com/photos/24406544@N00/24676428631
620,"48.870410, 2.385621",48.870410,2.385621,Paris 20ème (PA_620) https://live.staticflickr.com/65535/48049566471_4b6149e893_m.jpg,https://www.flickr.com/photos/24406544@N00/48049566471
623,"48.827276, 2.385942",48.827276,2.385942,Quai Panhard et Levassor (PA_623) https://live.staticflickr.com/75/198667689_b6dcafb1e6_m.jpg,https://www.flickr.com/photos/24406544@N00/198667689
624,"48.851933, 2.328452",48.851933,2.328452,Paris 7ème (PA_624) https://live.staticflickr.com/2856/33580773683_1fb834153a_m.jpg,https://www.flickr.com/photos/24406544@N00/33580773683
627,"48.851691, 2.329359",48.851691,2.329359,Paris 6ème (PA_627) https://live.staticflickr.com/65535/49451904431_d07087c88a_m.jpg,https://www.flickr.com/photos/24406544@N00/49451904431
633,"48.881805, 2.368844",48.881805,2.368844,Quai de Valmy (PA_633) https://live.staticflickr.com/65535/50122480107_666be27309_m.jpg,https://www.flickr.com/photos/24406544@N00/50122480107
634,"48.852157, 2.342598",48.852157,2.342598,Rue Hautefeuille (PA_634) https://live.staticflickr.com/65535/49455321586_3883cb98dc_m.jpg,https://www.flickr.com/photos/24406544@N00/49455321586
641,"48.886222, 2.337834",48.886222,2.337834,Rue d'Orchampt (PA_641) https://live.staticflickr.com/1204/533524240_38b763ed95_m.jpg,https://www.flickr.com/photos/24406544@N00/533524240
643,"48.884525, 2.337856",48.884525,2.337856,Rue des Abbesses (PA_643) https://live.staticflickr.com/4819/46875276491_8c9b9ab534_m.jpg,https://www.flickr.com/photos/24406544@N00/46875276491
649,"48.882811, 2.389912",48.882811,2.389912,Rue Gaston Pinot (PA_649) https://live.staticflickr.com/43/122049795_f72815b2c3_m.jpg,https://www.flickr.com/photos/24406544@N00/122049795
650,"48.847518, 2.268022",48.847518,2.268022,Rue Désaugiers (PA_650) https://live.staticflickr.com/65535/48877529842_0b2eaf49b2_m.jpg,https://www.flickr.com/photos/24406544@N00/48877529842
651,"48.867297, 2.283310",48.867297,2.283310,Paris 16ème (PA_651) https://live.staticflickr.com/65535/48838770408_12ddfdeb93_m.jpg,https://www.flickr.com/photos/24406544@N00/48838770408
656,"48.895907, 2.339529",48.895907,2.339529,Paris 18ème (PA_656) https://live.staticflickr.com/7866/46262857975_ebf6cd2145_m.jpg,https://www.flickr.com/photos/24406544@N00/46262857975
657,"48.883231, 2.371094",48.883231,2.371094,Avenue Jean Jaurès (PA_657) https://live.staticflickr.com/72/204210249_8d62173b98_m.jpg,https://www.flickr.com/photos/24406544@N00/204210249
658,"48.871772, 2.404246",48.871772,2.404246,Métro St-Fargeau (PA_658) https://live.staticflickr.com/65535/49177119012_458184abc7_m.jpg,https://www.flickr.com/photos/24406544@N00/49177119012
662,"48.883873, 2.312010",48.883873,2.312010,Paris 17ème (PA_662) https://live.staticflickr.com/65535/49778738897_66c31e4571_m.jpg,https://www.flickr.com/photos/24406544@N00/49778738897
663,"48.881086, 2.289576",48.881086,2.289576,Rue Guersant (PA_663) https://live.staticflickr.com/101/285479233_8a1412d837_m.jpg,https://www.flickr.com/photos/24406544@N00/285479233
666,"48.852870, 2.286261",48.852870,2.286261,Quai de Grenelle (PA_666) https://live.staticflickr.com/215/445822879_2f8240f2e0_m.jpg,https://www.flickr.com/photos/24406544@N00/445822879
668,"48.866239, 2.380793",48.866239,2.380793,Avenue Jean Aicard (PA_668) https://live.staticflickr.com/97/243243380_229b00b290_m.jpg,https://www.flickr.com/photos/24406544@N00/243243380
669,"48.898284, 2.353659",48.898284,2.353659,Paris 18ème (PA_669) https://live.staticflickr.com/7803/47117480432_149dd5569e_m.jpg,https://www.flickr.com/photos/24406544@N00/47117480432
671,"48.876581, 2.378046",48.876581,2.378046,Avenue Simon Bolivar (PA_671) https://live.staticflickr.com/56/176328004_640c8add3f_m.jpg,https://www.flickr.com/photos/24406544@N00/176328004
672,"48.864372, 2.381672",48.864372,2.381672,Rue des Bluets (PA_672) https://live.staticflickr.com/79/243677961_588fedd950_m.jpg,https://www.flickr.com/photos/24406544@N00/243677961
674,"48.840323, 2.315486",48.840323,2.315486,Boulevard Pasteur (PA_674) https://live.staticflickr.com/160/439515656_b4dbbc427a_m.jpg,https://www.flickr.com/photos/24406544@N00/439515656
677,"48.854642, 2.336761",48.854642,2.336761,Rue Jacob (PA_677) https://live.staticflickr.com/69/222963048_075ace3d64_m.jpg,https://www.flickr.com/photos/24406544@N00/222963048
678,"48.857201, 2.336429",48.857201,2.336429,Rue de Seine (PA_678) https://live.staticflickr.com/98/231892673_e458eb08cd_m.jpg,https://www.flickr.com/photos/24406544@N00/231892673
681,"48.855566, 2.362049",48.855566,2.362049,Rue d'Ormesson (PA_681) https://live.staticflickr.com/89/232795703_7cda55a27e_m.jpg,https://www.flickr.com/photos/24406544@N00/232795703
682,"48.856837, 2.363026",48.856837,2.363026,Rue des Francs Bourgeois (PA_682) https://live.staticflickr.com/92/233925654_6cc9b95fcf_m.jpg,https://www.flickr.com/photos/24406544@N00/233925654
684,"48.840236, 2.359311",48.840236,2.359311,Paris 5ème (PA_684) https://live.staticflickr.com/447/19754570699_615992a202_m.jpg,https://www.flickr.com/photos/24406544@N00/19754570699
689,"48.872378, 2.377091",48.872378,2.377091,Boulevard de la Villette (PA_689) https://live.staticflickr.com/103/289776457_25bd6885fd_m.jpg,https://www.flickr.com/photos/24406544@N00/289776457
691,"48.850388, 2.265737",48.850388,2.265737,Rue Raffet (PA_691) https://live.staticflickr.com/199/515722956_3fb292bb81_m.jpg,https://www.flickr.com/photos/24406544@N00/515722956
699,"48.857289, 2.403838",48.857289,2.403838,Rue des Pyrénées (PA_699) https://live.staticflickr.com/163/412428335_4dcdc24c8d_m.jpg,https://www.flickr.com/photos/24406544@N00/412428335
701,"48.854063, 2.381833",48.854063,2.381833,Paris 11ème (PA_701) https://live.staticflickr.com/1733/40682953820_1955fa7290_m.jpg,https://www.flickr.com/photos/24406544@N00/40682953820
702,"48.853795, 2.381812",48.853795,2.381812,Rue de Charonne (PA_702) https://live.staticflickr.com/161/413437723_0a62879fc1_m.jpg,https://www.flickr.com/photos/24406544@N00/413437723
704,"48.852023, 2.365858",48.852023,2.365858,Rue de la Cerisaie (PA_704) https://live.staticflickr.com/232/459147983_edf5afa674_m.jpg,https://www.flickr.com/photos/24406544@N00/459147983
705,"48.825673, 2.374613",48.825673,2.374613,Paris 13ème (PA_705) https://live.staticflickr.com/174/404412277_1ec9ea24cf_m.jpg,https://www.flickr.com/photos/24406544@N00/404412277
707,"48.853516, 2.364045",48.853516,2.364045,Paris 4ème (PA_707) https://live.staticflickr.com/47/387712517_832dab7670_m.jpg,https://www.flickr.com/photos/24406544@N00/387712517
714,"48.826943, 2.379430",48.826943,2.379430,Paris 13ème (PA_714) https://live.staticflickr.com/65535/50211895846_1488945fdb_m.jpg,https://www.flickr.com/photos/24406544@N00/50211895846
718,"48.855792, 2.378572",48.855792,2.378572,Rue Basfroi (PA_718) https://live.staticflickr.com/195/491355053_68a7743b03_m.jpg,https://www.flickr.com/photos/24406544@N00/491355053
719,"48.858514, 2.380170",48.858514,2.380170,Place Léon Blum (PA_719) https://live.staticflickr.com/198/490030057_1216a71b30_m.jpg,https://www.flickr.com/photos/24406544@N00/490030057
720,"48.860148, 2.347447",48.860148,2.347447,Rue de la Ferronnerie (PA_720) https://live.staticflickr.com/231/472188917_5fa7645122_m.jpg,https://www.flickr.com/photos/24406544@N00/472188917
721,"48.890543, 2.382230",48.890543,2.382230,Rue de l'Ourcq (PA_721) https://live.staticflickr.com/195/522961105_efadc7bbca_m.jpg,https://www.flickr.com/photos/24406544@N00/522961105
723,"48.881327, 2.327588",48.881327,2.327588,Paris 9ème (PA_723) https://live.staticflickr.com/716/22127027891_cacd68fe79_m.jpg,https://www.flickr.com/photos/24406544@N00/22127027891
725,"48.879470, 2.357640",48.879470,2.357640,Rue de Dunkerque (PA_725) https://live.staticflickr.com/194/521100363_6a6b331dcf_m.jpg,https://www.flickr.com/photos/24406544@N00/521100363
727,"48.880924, 2.328554",48.880924,2.328554,Paris 9ème (PA_727) https://live.staticflickr.com/1085/790396078_9ee3cf5d85_m.jpg,https://www.flickr.com/photos/24406544@N00/790396078
729,"48.875886, 2.326043",48.875886,2.326043,Rue Saint Lazare (PA_729) https://live.staticflickr.com/1103/540613648_3810bc4365_m.jpg,https://www.flickr.com/photos/24406544@N00/540613648
730,"48.875879, 2.347147",48.875879,2.347147,Paris 9ème (PA_730) https://live.staticflickr.com/1325/637193710_5cd9e9d3ee_m.jpg,https://www.flickr.com/photos/24406544@N00/637193710
733,"48.870530, 2.377703",48.870530,2.377703,Belleville (PA_733) https://live.staticflickr.com/1237/869044776_b4f848606f_m.jpg,https://www.flickr.com/photos/24406544@N00/869044776
734,"48.873141, 2.343113",48.873141,2.343113,Paris 9ème (PA_734) https://live.staticflickr.com/1021/1192305343_08e2d38bb8_m.jpg,https://www.flickr.com/photos/24406544@N00/1192305343
740,"48.839038, 2.395974",48.839038,2.395974,Paris 12ème (PA_740) https://live.staticflickr.com/2259/1853643706_a867c2a7d8_m.jpg,https://www.flickr.com/photos/24406544@N00/1853643706
746,"48.864255, 2.364034",48.864255,2.364034,Rue Charlot (PA_746) https://live.staticflickr.com/2051/2091164037_da677095e6_m.jpg,https://www.flickr.com/photos/24406544@N00/2091164037
747,"48.853957, 2.338156",48.853957,2.338156,Librairie Mazarine (PA_747) https://live.staticflickr.com/2323/2102272989_0f71aa4abc_m.jpg,https://www.flickr.com/photos/24406544@N00/2102272989
749,"48.858588, 2.435874",48.858588,2.435874,Croix de Chavaux (PA_749) https://live.staticflickr.com/2603/4033866930_2dc4bee9c0_m.jpg,https://www.flickr.com/photos/24406544@N00/4033866930
750,"48.857423, 2.434662",48.857423,2.434662,Montreuil Centre (PA_750) https://live.staticflickr.com/2627/4030301957_9dcb7de4b1_m.jpg,https://www.flickr.com/photos/24406544@N00/4030301957
755,"48.875116, 2.340517",48.875116,2.340517,Paris 9ème (PA_755) https://live.staticflickr.com/2292/2228804753_4a9f9d57a8_m.jpg,https://www.flickr.com/photos/24406544@N00/2228804753
757,"48.833728, 2.243914",48.833728,2.243914,Boulogne-Billancourt (PA_757) https://live.staticflickr.com/4037/5140174186_b9145a1b8c_m.jpg,https://www.flickr.com/photos/24406544@N00/5140174186
760,"48.834928, 2.262014",48.834928,2.262014,Paris 16ème (PA_760) https://live.staticflickr.com/3128/2560028229_47264cdc4b_m.jpg,https://www.flickr.com/photos/24406544@N00/2560028229
781,"48.846088, 2.354363",48.846088,2.354363,Paris 5ème (PA_781) https://live.staticflickr.com/3118/2717643596_e0de73d1d6_m.jpg,https://www.flickr.com/photos/24406544@N00/2717643596
800,"48.865812, 2.343564",48.865812,2.343564,Paris 2ème (PA_800) https://live.staticflickr.com/2456/3756783561_bc87a3af70_m.jpg,https://www.flickr.com/photos/24406544@N00/3756783561
801,"48.857317, 2.331408",48.857317,2.331408,Paris 7ème (PA_801) https://live.staticflickr.com/3617/3419709080_34a983b1bb_m.jpg,https://www.flickr.com/photos/24406544@N00/3419709080
809,"48.843282, 2.405973",48.843282,2.405973,Paris 12ème (PA_809) https://live.staticflickr.com/4022/4405342897_f75613cd26_m.jpg,https://www.flickr.com/photos/24406544@N00/4405342897
810,"48.850575, 2.392841",48.850575,2.392841,Paris 11ème (PA_810) https://live.staticflickr.com/4011/4467077255_b38bf626e3_m.jpg,https://www.flickr.com/photos/24406544@N00/4467077255
811,"48.850282, 2.383131",48.850282,2.383131,Paris 11ème (PA_811) https://live.staticflickr.com/2710/4445456600_6f8d72d9ea_m.jpg,https://www.flickr.com/photos/24406544@N00/4445456600
814,"48.866895, 2.351406",48.866895,2.351406,Paris 2ème (PA_814) https://live.staticflickr.com/4063/4273795602_2a6160d01b_m.jpg,https://www.flickr.com/photos/24406544@N00/4273795602
815,"48.858612, 2.352007",48.858612,2.352007,Paris 4ème (PA_815) https://live.staticflickr.com/2685/4217627787_47dc7c557b_m.jpg,https://www.flickr.com/photos/24406544@N00/4217627787
817,"48.860239, 2.404321",48.860239,2.404321,Paris 20ème (PA_817) https://live.staticflickr.com/4047/4327095132_1eca94208e_m.jpg,https://www.flickr.com/photos/24406544@N00/4327095132
823,"48.886800, 2.385041",48.886800,2.385041,Paris 19ème (PA_823) https://live.staticflickr.com/4069/4391132399_99a45cbdbd_m.jpg,https://www.flickr.com/photos/24406544@N00/4391132399
824,"48.859809, 2.403484",48.859809,2.403484,Rue de Bagnolet (PA_824 | #9 ) https://live.staticflickr.com/4080/4905855458_28449b9fd3_m.jpg,https://www.flickr.com/photos/24406544@N00/4905855458
825,"48.855799, 2.423053",48.855799,2.423053,Montreuil (PA_825) https://live.staticflickr.com/3178/5857697866_cc46914cab_m.jpg,https://www.flickr.com/photos/24406544@N00/5857697866
827,"48.863307, 2.399579",48.863307,2.399579,Paris 20ème (PA_827) https://live.staticflickr.com/3215/4562348093_a1c1192d3b_m.jpg,https://www.flickr.com/photos/24406544@N00/4562348093
828,"48.854896, 2.399160",48.854896,2.399160,Paris 20ème (PA_828) https://live.staticflickr.com/2282/4513973304_7c8a357f1e_m.jpg,https://www.flickr.com/photos/24406544@N00/4513973304
829,"48.855144, 2.398880",48.855144,2.398880,Paris 20ème (PA_829) https://live.staticflickr.com/2706/4517957030_978745235d_m.jpg,https://www.flickr.com/photos/24406544@N00/4517957030
830,"48.856202, 2.405689",48.856202,2.405689,Paris 20ème (PA_830) https://live.staticflickr.com/4142/4817301251_62a553e6a6_m.jpg,https://www.flickr.com/photos/24406544@N00/4817301251
831,"48.851960, 2.401177",48.851960,2.401177,Paris 20ème (PA_831) https://live.staticflickr.com/2728/4510209430_56bc314d1c_m.jpg,https://www.flickr.com/photos/24406544@N00/4510209430
849,"48.840567, 2.323715",48.840567,2.323715,Paris 14ème (PA_849) https://live.staticflickr.com/4032/4699879052_6dcc82b12c_m.jpg,https://www.flickr.com/photos/24406544@N00/4699879052
851,"48.842237, 2.330507",48.842237,2.330507,Paris 6ème (PA_851) https://live.staticflickr.com/5181/5640789766_001cc16806_m.jpg,https://www.flickr.com/photos/24406544@N00/5640789766
856,"48.886328, 2.340581",48.886328,2.340581,Place du Tertre (PA_856) https://live.staticflickr.com/4009/4685218854_d4822955fa_m.jpg,https://www.flickr.com/photos/24406544@N00/4685218854
858,"48.878934, 2.336761",48.878934,2.336761,Paris 9ème (PA_858) https://live.staticflickr.com/4052/4705613058_ae07f04ef2_m.jpg,https://www.flickr.com/photos/24406544@N00/4705613058
860,"48.861336, 2.339916",48.861336,2.339916,Paris 1èr (PA_860) https://live.staticflickr.com/4080/4773444247_c2d4951c07_m.jpg,https://www.flickr.com/photos/24406544@N00/4773444247
862,"48.873282, 2.309473",48.873282,2.309473,Paris 8ème (PA_862) https://live.staticflickr.com/4127/4835483192_9f4c6ac121_m.jpg,https://www.flickr.com/photos/24406544@N00/4835483192
864,"48.878609, 2.337421",48.878609,2.337421,Paris 9ème (PA_864) https://live.staticflickr.com/4117/4852443683_1054aa67dd_m.jpg,https://www.flickr.com/photos/24406544@N00/4852443683
867,"48.880931, 2.312074",48.880931,2.312074,Paris 17ème (PA_867) https://live.staticflickr.com/5201/5299680087_82d85a7d31_m.jpg,https://www.flickr.com/photos/24406544@N00/5299680087
868,"48.869785, 2.323227",48.869785,2.323227,Paris 8ème (PA_868) https://live.staticflickr.com/4134/4777707876_cfb2734633_m.jpg,https://www.flickr.com/photos/24406544@N00/4777707876
869,"48.871885, 2.364699",48.871885,2.364699,Canal Saint-Martin (PA_869) https://live.staticflickr.com/4143/4801564177_467c566c35_m.jpg,https://www.flickr.com/photos/24406544@N00/4801564177
870,"48.871701, 2.364506",48.871701,2.364506,Quai de Valmy (PA_870) https://live.staticflickr.com/4093/4800724051_9b7e081173_m.jpg,https://www.flickr.com/photos/24406544@N00/4800724051
871,"48.854896, 2.399160",48.854896,2.399160,Paris 20ème (PA_871) https://live.staticflickr.com/4110/4989246901_a4bf79ae4f_m.jpg,https://www.flickr.com/photos/24406544@N00/4989246901
872,"48.881693, 2.368776",48.881693,2.368776,Point Ephemeres (PA_872) https://live.staticflickr.com/4152/4966731271_69344735cd_m.jpg,https://www.flickr.com/photos/24406544@N00/4966731271
876,"48.826524, 2.363873",48.826524,2.363873,Paris 13ème (PA_876) https://live.staticflickr.com/65535/50205920757_a2bbe67fc5_m.jpg,https://www.flickr.com/photos/24406544@N00/50205920757
877,"48.856237, 2.424899",48.856237,2.424899,Montreuil (PA_877) https://live.staticflickr.com/3042/5853955945_d5d5ba118c_m.jpg,https://www.flickr.com/photos/24406544@N00/5853955945
878,"48.858672, 2.362757",48.858672,2.362757,Paris 3ème (PA_878) https://live.staticflickr.com/5138/5476889193_33e273be68_m.jpg,https://www.flickr.com/photos/24406544@N00/5476889193
883,"48.887220, 2.369946",48.887220,2.369946,Paris 19ème (PA_883) https://live.staticflickr.com/3421/5757151402_450655cbd6_m.jpg,https://www.flickr.com/photos/24406544@N00/5757151402
886,"48.853512, 2.380396",48.853512,2.380396,Paris 11ème (PA_886) https://live.staticflickr.com/5023/5614234564_3d22265abf_m.jpg,https://www.flickr.com/photos/24406544@N00/5614234564
887,"48.828095, 2.389547",48.828095,2.389547,Paris 12ème (PA_887) https://live.staticflickr.com/5261/5622495624_64fe4ea25f_m.jpg,https://www.flickr.com/photos/24406544@N00/5622495624
889,"48.891146, 2.373744",48.891146,2.373744,Paris 19ème (PA_889) https://live.staticflickr.com/2432/5755671596_250eb17e12_m.jpg,https://www.flickr.com/photos/24406544@N00/5755671596
891,"48.886086, 2.317416",48.886086,2.317416,Paris 17ème (PA_891) https://live.staticflickr.com/5310/5663617569_6e6540a50b_m.jpg,https://www.flickr.com/photos/24406544@N00/5663617569
893,"48.864326, 2.332749",48.864326,2.332749,Paris 1er (PA_893) https://live.staticflickr.com/5091/5475686699_d38eb1708f_m.jpg,https://www.flickr.com/photos/24406544@N00/5475686699
900,"48.882176, 2.337727",48.882176,2.337727,Paris 9ème (PA_900) https://live.staticflickr.com/5304/5675386614_ed93ff41f6_m.jpg,https://www.flickr.com/photos/24406544@N00/5675386614
901,"48.838487, 2.300112",48.838487,2.300112,Paris 15ème (PA_901) https://live.staticflickr.com/6074/6120032199_86c18ddaa3_m.jpg,https://www.flickr.com/photos/24406544@N00/6120032199
904,"48.849947, 2.378818",48.849947,2.378818,Pizza Pink Flamingo (PA_904) https://live.staticflickr.com/6198/6074590126_842715fb08_m.jpg,https://www.flickr.com/photos/24406544@N00/6074590126
905,"48.900569, 2.371802",48.900569,2.371802,Paris 19ème (PA_905) https://live.staticflickr.com/65535/50227612483_4ed4088aca_m.jpg,https://www.flickr.com/photos/24406544@N00/50227612483
907,"48.899603, 2.358552",48.899603,2.358552,Paris 18ème (PA_907) https://live.staticflickr.com/5309/5831962976_b81f272942_m.jpg,https://www.flickr.com/photos/24406544@N00/5831962976
908,"48.853600, 2.389719",48.853600,2.389719,Paris 11ème (PA_908) https://live.staticflickr.com/6004/5942320427_b63ccd2566_m.jpg,https://www.flickr.com/photos/24406544@N00/5942320427
909,"48.889273, 2.396821",48.889273,2.396821,Paris 19ème (PA_909) https://live.staticflickr.com/65535/50232162796_1841f7e769_m.jpg,https://www.flickr.com/photos/24406544@N00/50232162796
910,"48.903443, 2.392004",48.903443,2.392004,Pantin (PA_910) https://live.staticflickr.com/6090/6107736519_f1fb432c9f_m.jpg,https://www.flickr.com/photos/24406544@N00/6107736519
919,"48.864400, 2.347748",48.864400,2.347748,Paris 2ème (PA_919) https://live.staticflickr.com/5224/5692969378_0bf1c47977_m.jpg,https://www.flickr.com/photos/24406544@N00/5692969378
921,"48.838688, 2.375696",48.838688,2.375696,Paris 12ème (PA_921) https://live.staticflickr.com/5183/5623559609_cf71b1b0b7_m.jpg,https://www.flickr.com/photos/24406544@N00/5623559609
922,"48.837506, 2.374109",48.837506,2.374109,Paris 13ème (PA_922) https://live.staticflickr.com/5024/5630607512_55b7467c7e_m.jpg,https://www.flickr.com/photos/24406544@N00/5630607512
923,"48.836927, 2.390180",48.836927,2.390180,Paris 12ème (PA_923) https://live.staticflickr.com/5065/5621000383_dd7b3476df_m.jpg,https://www.flickr.com/photos/24406544@N00/5621000383
926,"48.861644, 2.351685",48.861644,2.351685,Paris 3ème (PA_926) https://live.staticflickr.com/4108/5604512728_ef2c7ff715_m.jpg,https://www.flickr.com/photos/24406544@N00/5604512728
932,"48.868981, 2.356288",48.868981,2.356288,Paris 10ème  (PA_932) https://live.staticflickr.com/5028/5583835553_513767f040_m.jpg,https://www.flickr.com/photos/24406544@N00/5583835553
937,"48.830161, 2.347190",48.830161,2.347190,Paris 13ème (PA_937) https://live.staticflickr.com/3529/5789009065_96bfebac20_m.jpg,https://www.flickr.com/photos/24406544@N00/5789009065
942,"48.825867, 2.352619",48.825867,2.352619,Paris 13ème (PA_942) https://live.staticflickr.com/65535/49507147121_43afe7cedf_m.jpg,https://www.flickr.com/photos/24406544@N00/49507147121
943,"48.831242, 2.379055",48.831242,2.379055,Paris 13ème (PA_943) https://live.staticflickr.com/3210/5859014591_8f88a495af_m.jpg,https://www.flickr.com/photos/24406544@N00/5859014591
946,"48.870700, 2.354936",48.870700,2.354936,Paris 10ème (PA_946) https://live.staticflickr.com/5139/5588699338_80f78d55b9_m.jpg,https://www.flickr.com/photos/24406544@N00/5588699338
947,"48.875173, 2.355709",48.875173,2.355709,Paris 10ème (PA_947) https://live.staticflickr.com/3481/5693727505_2b0283d6e1_m.jpg,https://www.flickr.com/photos/24406544@N00/5693727505
949,"48.844998, 2.297730",48.844998,2.297730,Paris 15ème (PA_949) https://live.staticflickr.com/5021/5792325257_da632c0076_m.jpg,https://www.flickr.com/photos/24406544@N00/5792325257
950,"48.853731, 2.289479",48.853731,2.289479,Paris 15ème (PA_950) https://live.staticflickr.com/5229/5703831611_49152950d9_m.jpg,https://www.flickr.com/photos/24406544@N00/5703831611
952,"48.868151, 2.324767",48.868151,2.324767,Paris 1er (PA_952) https://live.staticflickr.com/6205/6135600809_fcaa4a9276_m.jpg,https://www.flickr.com/photos/24406544@N00/6135600809
954,"48.865145, 2.363090",48.865145,2.363090,Paris 3ème (PA_954) https://live.staticflickr.com/6151/6152432886_6e801f3bca_m.jpg,https://www.flickr.com/photos/24406544@N00/6152432886
956,"48.867009, 2.353477",48.867009,2.353477,Paris 3ème (PA_956) https://live.staticflickr.com/6048/5909731429_720e88f8bd_m.jpg,https://www.flickr.com/photos/24406544@N00/5909731429
962,"48.876884, 2.406563",48.876884,2.406563,Paris 20ème (PA_962) https://live.staticflickr.com/2301/5808468895_12e0b1fa30_m.jpg,https://www.flickr.com/photos/24406544@N00/5808468895
963,"48.866222, 2.364750",48.866222,2.364750,Paris 3ème (PA_963) https://live.staticflickr.com/5278/5830454012_76aa1d93ba_m.jpg,https://www.flickr.com/photos/24406544@N00/5830454012
964,"48.861189, 2.357972",48.861189,2.357972,Paris 3ème (PA_964) https://live.staticflickr.com/2628/5824565026_75363b8a96_m.jpg,https://www.flickr.com/photos/24406544@N00/5824565026
965,"48.858713, 2.332866",48.858713,2.332866,Paris 7ème (PA_965) https://live.staticflickr.com/3399/5838195443_3a7c8014aa_m.jpg,https://www.flickr.com/photos/24406544@N00/5838195443
966,"48.855577, 2.287806",48.855577,2.287806,Paris 15ème (PA_966) https://live.staticflickr.com/3346/5849963392_4bf89db8a0_m.jpg,https://www.flickr.com/photos/24406544@N00/5849963392
967,"48.854677, 2.289211",48.854677,2.289211,Paris 15ème (PA_967) https://live.staticflickr.com/2513/5844251861_8d91c54d6b_m.jpg,https://www.flickr.com/photos/24406544@N00/5844251861
968,"48.856491, 2.286701",48.856491,2.286701,Paris 16ème (PA_968) https://live.staticflickr.com/6073/6093935281_9209bcaf9b_m.jpg,https://www.flickr.com/photos/24406544@N00/6093935281
972,"48.846255, 2.415457",48.846255,2.415457,Paris 12ème (PA_972) https://live.staticflickr.com/6181/6142458783_930e49524b_m.jpg,https://www.flickr.com/photos/24406544@N00/6142458783
978,"48.863684, 2.346546",48.863684,2.346546,Paris 1er (PA_978) https://live.staticflickr.com/6202/6126849250_a8a14eedb7_m.jpg,https://www.flickr.com/photos/24406544@N00/6126849250
983,"48.866025, 2.406591",48.866025,2.406591,Paris 20ème (PA_983) https://live.staticflickr.com/6033/5915161286_a0ef366dd0_m.jpg,https://www.flickr.com/photos/24406544@N00/5915161286
986,"48.879145, 2.383679",48.879145,2.383679,Paris 19ème (PA_986) https://live.staticflickr.com/6131/5917765719_7ddb4af669_m.jpg,https://www.flickr.com/photos/24406544@N00/5917765719
989,"48.892095, 2.361803",48.892095,2.361803,Paris 18ème (PA_989) https://live.staticflickr.com/6170/6188155601_a3f517e3ca_m.jpg,https://www.flickr.com/photos/24406544@N00/6188155601
991,"48.874199, 2.374227",48.874199,2.374227,Paris 10ème (PA_991) https://live.staticflickr.com/4598/27365208199_49aa499519_m.jpg,https://www.flickr.com/photos/24406544@N00/27365208199
1006,"48.872146, 2.346739",48.872146,2.346739,Paris 9ème (PA_1006) https://live.staticflickr.com/65535/48851660602_0d01e77888_m.jpg,https://www.flickr.com/photos/24406544@N00/48851660602
1009,"48.858475, 2.389247",48.858475,2.389247,Paris 11ème (PA_1009) https://live.staticflickr.com/6231/6217802829_144d35734c_m.jpg,https://www.flickr.com/photos/24406544@N00/6217802829
1010,"48.877198, 2.387874",48.877198,2.387874,Paris 19ème (PA_1010) https://live.staticflickr.com/6167/6264057059_25956b7471_m.jpg,https://www.flickr.com/photos/24406544@N00/6264057059
1012,"48.878412, 2.345173",48.878412,2.345173,Paris 9ème (PA_1012) https://live.staticflickr.com/5075/7176600802_182e8b4d8f_m.jpg,https://www.flickr.com/photos/24406544@N00/7176600802
1014,"48.851571, 2.384741",48.851571,2.384741,Paris 11ème (PA_1014) https://live.staticflickr.com/6232/6311133651_045be9ecbe_m.jpg,https://www.flickr.com/photos/24406544@N00/6311133651
1015,"48.876281, 2.387487",48.876281,2.387487,Paris 19ème (PA_1015) https://live.staticflickr.com/6217/6357066777_29ed0c6f7a_m.jpg,https://www.flickr.com/photos/24406544@N00/6357066777
1016,"48.879011, 2.390255",48.879011,2.390255,Paris 19ème (PA_1016) https://live.staticflickr.com/6100/6362139195_5654993904_m.jpg,https://www.flickr.com/photos/24406544@N00/6362139195
1019,"48.873084, 2.363390",48.873084,2.363390,Paris 10ème (PA_1019) https://live.staticflickr.com/6056/6353526011_cf4dd9537b_m.jpg,https://www.flickr.com/photos/24406544@N00/6353526011
1020,"48.895886, 2.343049",48.895886,2.343049,Paris 18ème (PA_1020) https://live.staticflickr.com/7005/6399618009_1de370d593_m.jpg,https://www.flickr.com/photos/24406544@N00/6399618009
1031,"48.900654, 2.389183",48.900654,2.389183,Paris 19ème (PA_1031) https://live.staticflickr.com/7071/7181314575_7dee88051a_m.jpg,https://www.flickr.com/photos/24406544@N00/7181314575
